OCC_CLS,PRIM_OCC,PROP_ADDR,PROP_CITY,PROP_ST,PROP_ZIP,LONGITUDE,LATITUDE
Residential,Single Family Dwelling,22 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89950766,41.65465288
Residential,Single Family Dwelling,2 WALKER ROAD,POUGHKEEPSIE,New York,12603,-73.87047958,41.65440986
Commercial,Professional/Technical Services,16 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.87524421,41.65443669
Residential,Single Family Dwelling,29 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86422853,41.65431818
Residential,Single Family Dwelling,20 DALEY ROAD,POUGHKEEPSIE,New York,12603,-73.85934061,41.65428822
Residential,Single Family Dwelling,11 BIRD LANE,POUGHKEEPSIE,New York,12603,-73.90798896,41.65474964
Commercial,Retail Trade,50 RED BARN LANE,POUGHKEEPSIE,New York,12601,-73.92571427,41.65484273
Unclassified,Unclassified,475 NOXON ROAD,POUGHKEEPSIE,New York,12603,-73.84052227,41.65411065
Residential,Single Family Dwelling,102 SIMONE DRIVE,POUGHKEEPSIE,New York,12603,-73.84494306,41.6541577
Residential,Single Family Dwelling,27 PINE TREE DRIVE,POUGHKEEPSIE,New York,12603,-73.87649822,41.65449132
Residential,Unclassified,32 PINE TREE DRIVE,POUGHKEEPSIE,New York,12603,-73.87557863,41.65445331
Residential,Single Family Dwelling,28 MILLBANK ROAD,POUGHKEEPSIE,New York,12603,-73.90524038,41.65474149
Residential,Single Family Dwelling,461 NOXON ROAD,POUGHKEEPSIE,New York,12603,-73.84127273,41.65416988
Residential,Single Family Dwelling,9 CORTLANDT DRIVE,POUGHKEEPSIE,New York,12603,-73.8605064,41.65435715
Residential,Single Family Dwelling,24 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.91545046,41.65485635
Residential,Single Family Dwelling,85 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89558987,41.65468225
Residential,Multi - Family Dwelling,47 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92071661,41.65494817
Residential,Single Family Dwelling,21 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89854192,41.65471266
Residential,Single Family Dwelling,8 DALLAS DRIVE,POUGHKEEPSIE,New York,12603,-73.89107009,41.65464827
Residential,Single Family Dwelling,44 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92042728,41.65496611
Residential,Single Family Dwelling,15 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86532563,41.65442157
Residential,Single Family Dwelling,65 KINGWOOD PARK,POUGHKEEPSIE,New York,12601,-73.92422339,41.65501156
Residential,Single Family Dwelling,6 HOLLAND COURT,POUGHKEEPSIE,New York,12603,-73.91933706,41.65495985
Residential,Single Family Dwelling,43 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.90902985,41.65486716
Residential,Single Family Dwelling,31 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.8647074,41.6544641
Residential,Single Family Dwelling,19 PASTURE LANE,POUGHKEEPSIE,New York,12603,-73.91361848,41.65492289
Residential,Single Family Dwelling,9 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.8372044,41.65416389
Residential,Single Family Dwelling,29 PINE TREE DRIVE,POUGHKEEPSIE,New York,12603,-73.87614162,41.65458208
Residential,Single Family Dwelling,3 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.89995084,41.65480218
Residential,Single Family Dwelling,16 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.91696525,41.65494891
Residential,Single Family Dwelling,12 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.83631295,41.65415019
Residential,Single Family Dwelling,86 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89448453,41.65478339
Residential,Single Family Dwelling,16 BIRD LANE,POUGHKEEPSIE,New York,12603,-73.9072288,41.65491841
Residential,Single Family Dwelling,22 PASTURE LANE,POUGHKEEPSIE,New York,12603,-73.91458179,41.65495068
Residential,Single Family Dwelling,71 ROUND HILL ROAD,POUGHKEEPSIE,New York,12603,-73.90383824,41.65486685
Residential,Single Family Dwelling,15 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.91636207,41.6549783
Commercial,Entertainment and Recreation,11 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.87443617,41.65461593
Residential,Single Family Dwelling,447 NOXON ROAD,POUGHKEEPSIE,New York,12603,-73.84366981,41.65433237
Residential,Single Family Dwelling,7 CORTLANDT DRIVE,POUGHKEEPSIE,New York,12603,-73.8610326,41.65451423
Residential,Single Family Dwelling,14 HONEYMOON LANE,POUGHKEEPSIE,New York,12603,-73.83811289,41.6543242
Residential,Single Family Dwelling,209 SMITH ROAD,POUGHKEEPSIE,New York,12603,-73.8316963,41.65425243
Residential,Single Family Dwelling,15 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89279148,41.65482211
Residential,Single Family Dwelling,70 ROUND HILL ROAD,POUGHKEEPSIE,New York,12603,-73.90301942,41.65494066
Residential,Single Family Dwelling,42 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.9201969,41.65515011
Residential,Single Family Dwelling,38 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.90972326,41.65502092
Residential,Single Family Dwelling,22 OLD MILL ROAD,POUGHKEEPSIE,New York,12603,-73.87318638,41.65465074
Residential,Single Family Dwelling,87 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89523464,41.65490333
Residential,Single Family Dwelling,26 MILLBANK ROAD,POUGHKEEPSIE,New York,12603,-73.90508635,41.65498589
Residential,Single Family Dwelling,5 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90038321,41.65495975
Residential,Unclassified,2 SOUTH VIEW COURT,POUGHKEEPSIE,New York,12603,-73.84193472,41.65442658
Residential,Single Family Dwelling,31 PINE TREE DRIVE,POUGHKEEPSIE,New York,12603,-73.87578997,41.65474087
Commercial,Retail Trade,40 RED BARN LANE,POUGHKEEPSIE,New York,12603,-73.92532818,41.6551754
Residential,Single Family Dwelling,11 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.83695512,41.65435908
Residential,Single Family Dwelling,45 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92083826,41.65520806
Residential,Single Family Dwelling,16 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89366426,41.65490388
Residential,Single Family Dwelling,22 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.91557184,41.65515814
Residential,Single Family Dwelling,5 CORTLANDT DRIVE,POUGHKEEPSIE,New York,12603,-73.86150613,41.65464754
Residential,Single Family Dwelling,15 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90242246,41.6550548
Residential,Single Family Dwelling,19 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89825654,41.65498993
Residential,Single Family Dwelling,4 HOLLAND COURT,POUGHKEEPSIE,New York,12603,-73.91941162,41.65521857
Residential,Single Family Dwelling,13 BIRD LANE,POUGHKEEPSIE,New York,12603,-73.90782666,41.65509386
Residential,Single Family Dwelling,1 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.8694462,41.65476631
Residential,Single Family Dwelling,13 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91261133,41.65518566
Residential,Single Family Dwelling,14 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.91687394,41.65521007
Residential,Single Family Dwelling,21 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.91497054,41.65521658
Residential,Single Family Dwelling,44 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90693086,41.65515039
Residential,Single Family Dwelling,14 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.83599778,41.65443025
Commercial,Professional/Technical Services,2038 NEW HACKENSACK ROAD,POUGHKEEPSIE,New York,12603,-73.87362804,41.65481624
Residential,Single Family Dwelling,11 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.91626925,41.65521905
Residential,Single Family Dwelling,5 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86832306,41.65481276
Residential,Single Family Dwelling,7 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.9007458,41.65511259
Residential,Single Family Dwelling,88 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89434053,41.65505495
Residential,Single Family Dwelling,52 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86579475,41.6548004
Residential,Single Family Dwelling,1 CORTLANDT DRIVE,POUGHKEEPSIE,New York,12603,-73.86221746,41.65473573
Residential,Single Family Dwelling,481 NOXON ROAD,POUGHKEEPSIE,New York,12603,-73.83981617,41.65455915
Residential,Single Family Dwelling,11 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91226508,41.6552634
Residential,Single Family Dwelling,41 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.90910732,41.6551841
Residential,Single Family Dwelling,17 PASTURE LANE,POUGHKEEPSIE,New York,12603,-73.91374514,41.65526506
Residential,Single Family Dwelling,73 ROUND HILL ROAD,POUGHKEEPSIE,New York,12603,-73.90372406,41.65517217
Residential,Single Family Dwelling,14 HONEYMOON LANE,POUGHKEEPSIE,New York,12603,-73.83815612,41.65452994
Residential,Single Family Dwelling,15 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91300803,41.65527191
Residential,Single Family Dwelling,11 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89255254,41.65504661
Residential,Single Family Dwelling,13 CORTLANDT DRIVE,POUGHKEEPSIE,New York,12603,-73.85996977,41.6547267
Residential,Single Family Dwelling,9 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86784727,41.65484709
Residential,Single Family Dwelling,20 PASTURE LANE,POUGHKEEPSIE,New York,12603,-73.91434623,41.65527554
Residential,Single Family Dwelling,6 DALLAS DRIVE,POUGHKEEPSIE,New York,12603,-73.89044829,41.65505153
Residential,Single Family Dwelling,37 FLOWER HILL ROAD,POUGHKEEPSIE,New York,12603,-73.92145037,41.65530028
Residential,Single Family Dwelling,20 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89912204,41.65512251
Residential,Single Family Dwelling,5 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86852989,41.65485053
Residential,Single Family Dwelling,50 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.8652164,41.65484031
Residential,Single Family Dwelling,38 HASBROUCK DRIVE,POUGHKEEPSIE,New York,12603,-73.91976082,41.65539441
Residential,Single Family Dwelling,40 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92015539,41.65540186
Residential,Single Family Dwelling,5 HOLLAND COURT,POUGHKEEPSIE,New York,12603,-73.91851558,41.65537582
Residential,Single Family Dwelling,36 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.90988692,41.65527967
Residential,Single Family Dwelling,89 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89509175,41.65513993
Residential,Single Family Dwelling,7 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86812864,41.65490224
Residential,Single Family Dwelling,7 DALLAS DRIVE,POUGHKEEPSIE,New York,12603,-73.89156722,41.65506347
Residential,Single Family Dwelling,25 FLOWER HILL ROAD,POUGHKEEPSIE,New York,12603,-73.92413724,41.65540381
Residential,Single Family Dwelling,13 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90198254,41.65523291
Residential,Single Family Dwelling,24 MILLBANK ROAD,POUGHKEEPSIE,New York,12603,-73.90494142,41.65524579
Residential,Single Family Dwelling,43 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92080342,41.65544911
Residential,Single Family Dwelling,17 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89803539,41.65519043
Residential,Single Family Dwelling,14 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89335892,41.65514224
Residential,Single Family Dwelling,9 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90118017,41.65524974
Residential,Single Family Dwelling,11 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.9015903,41.65527882
Residential,Single Family Dwelling,3 HOLLAND COURT,POUGHKEEPSIE,New York,12603,-73.91884434,41.65543263
Industrial,Light,34 RIVER EDGE DRIVE,POUGHKEEPSIE,New York,12601,-73.94095604,41.65558301
Residential,Single Family Dwelling,38 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90825926,41.65534773
Residential,Single Family Dwelling,9 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91191035,41.65538669
Residential,Multi - Family Dwelling,201 SMITH ROAD,POUGHKEEPSIE,New York,12603,-73.83138858,41.65461382
Residential,Single Family Dwelling,48 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86438042,41.65497827
Residential,Single Family Dwelling,13 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86690979,41.65499604
Commercial,Retail Trade,71 FRIENDS SCHOOL LANE,POUGHKEEPSIE,New York,12603,-73.92680995,41.65549487
Residential,Single Family Dwelling,204 SMITH ROAD,POUGHKEEPSIE,New York,12603,-73.83235669,41.65464105
Residential,Single Family Dwelling,38 FLOWER HILL ROAD,POUGHKEEPSIE,New York,12603,-73.92273187,41.65551024
Residential,Single Family Dwelling,15 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.83667442,41.65466615
Residential,Single Family Dwelling,44 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86307613,41.65493803
Residential,Single Family Dwelling,48 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90650727,41.65536588
Residential,Single Family Dwelling,33 RED OAKS MILL ROAD,POUGHKEEPSIE,New York,12603,-73.86930581,41.65504611
Residential,Single Family Dwelling,12 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.91678682,41.65548526
Residential,Single Family Dwelling,20 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.91558031,41.65547231
Residential,Single Family Dwelling,300 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87863126,41.65518155
Residential,Single Family Dwelling,286 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.88123191,41.65521874
Residential,Single Family Dwelling,284 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.88157412,41.65521837
Residential,Single Family Dwelling,19 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.91489663,41.65547056
Residential,Single Family Dwelling,17 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91325843,41.65548864
Residential,Single Family Dwelling,9 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.91619009,41.65551981
Residential,Single Family Dwelling,288 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.88087535,41.65522884
Residential,Single Family Dwelling,7 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.9116055,41.65548277
Residential,Single Family Dwelling,290 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.88051978,41.65523521
Residential,Single Family Dwelling,292 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.88013874,41.65523278
Residential,Single Family Dwelling,197 SMITH ROAD,POUGHKEEPSIE,New York,12603,-73.83085054,41.65469022
Residential,Unclassified,1 ROMCA ROAD,POUGHKEEPSIE,New York,12603,-73.8702403,41.65510062
Residential,Single Family Dwelling,14 OLD MILL ROAD,POUGHKEEPSIE,New York,12603,-73.87289457,41.65513309
Residential,Single Family Dwelling,22 FLOWER HILL ROAD,POUGHKEEPSIE,New York,12603,-73.92329163,41.65557273
Residential,Single Family Dwelling,16 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.83563699,41.65477572
Residential,Single Family Dwelling,296 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87937159,41.65524976
Residential,Single Family Dwelling,36 HASBROUCK DRIVE,POUGHKEEPSIE,New York,12603,-73.91913302,41.65559561
Residential,Single Family Dwelling,18 PASTURE LANE,POUGHKEEPSIE,New York,12603,-73.91422887,41.65552473
Residential,Single Family Dwelling,4 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.89959811,41.65538119
Residential,Single Family Dwelling,39 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.90926301,41.65549128
Residential,Single Family Dwelling,41 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92077812,41.65565194
Residential,Single Family Dwelling,12 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89314256,41.65536731
Residential,Single Family Dwelling,294 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87977158,41.65526316
Residential,Single Family Dwelling,298 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.8790409,41.6552681
Residential,Single Family Dwelling,34 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.9100452,41.65551571
Residential,Single Family Dwelling,16 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89882115,41.65541433
Residential,Single Family Dwelling,300 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.8786351,41.65527536
Residential,Single Family Dwelling,20 HONEYMOON LANE,POUGHKEEPSIE,New York,12603,-73.83830372,41.65483619
Commercial,Personal and Repair Services,2 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.87501619,41.65522174
Residential,Single Family Dwelling,15 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89783259,41.65545085
Residential,Single Family Dwelling,302 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87810875,41.65528776
Residential,Single Family Dwelling,13 LUDLOW DRIVE,POUGHKEEPSIE,New York,12603,-73.91846708,41.65565076
Residential,Single Family Dwelling,10 OLD MILL ROAD,POUGHKEEPSIE,New York,12603,-73.87342243,41.6552286
Residential,Single Family Dwelling,46 COCHRAN HILL ROAD,POUGHKEEPSIE,New York,12603,-73.86365084,41.65508232
Residential,Single Family Dwelling,304 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87770883,41.65530271
Residential,Single Family Dwelling,308 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87693362,41.65530715
Residential,Single Family Dwelling,22 MILLBANK ROAD,POUGHKEEPSIE,New York,12603,-73.90480362,41.65550459
Residential,Single Family Dwelling,306 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87733347,41.65530394
Residential,Single Family Dwelling,5 DALLAS DRIVE,POUGHKEEPSIE,New York,12603,-73.89123465,41.65536551
Residential,Single Family Dwelling,9 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89220481,41.65538916
Residential,Single Family Dwelling,5 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91119101,41.65559873
Residential,Single Family Dwelling,6 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90016823,41.65550417
Residential,Single Family Dwelling,37 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90754006,41.65558558
Industrial,Light,260 TITUSVILLE ROAD,POUGHKEEPSIE,New York,12603,-73.85719044,41.65443483
Residential,Single Family Dwelling,91 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.8951552,41.65546025
Residential,Single Family Dwelling,10 SOUTH VIEW COURT,POUGHKEEPSIE,New York,12603,-73.84116182,41.65494428
Industrial,Light,462 THOMAS WATSON DRIVE,POUGHKEEPSIE,New York,12601,-73.93654727,41.65588294
Residential,Single Family Dwelling,310 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87656898,41.65532959
Residential,Single Family Dwelling,39 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90710745,41.65559239
Residential,Single Family Dwelling,18 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90278513,41.65553399
Residential,Single Family Dwelling,312 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87621013,41.65534005
Residential,Single Family Dwelling,314 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87581261,41.65534897
Residential,Single Family Dwelling,316 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.87541477,41.65535491
Residential,Single Family Dwelling,4 DALLAS DRIVE,POUGHKEEPSIE,New York,12603,-73.89011554,41.6554455
Residential,Single Family Dwelling,42 RED OAKS MILL ROAD,POUGHKEEPSIE,New York,12603,-73.86986396,41.65527121
Residential,Single Family Dwelling,36 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90840369,41.65562018
Residential,Single Family Dwelling,14 LUDLOW DRIVE,POUGHKEEPSIE,New York,12603,-73.9177565,41.65576042
Residential,Single Family Dwelling,10 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91238125,41.6556795
Residential,Single Family Dwelling,21 FLOWER HILL ROAD,POUGHKEEPSIE,New York,12603,-73.92426053,41.65579696
Residential,Single Family Dwelling,17 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.91476011,41.6557008
Residential,Single Family Dwelling,35 HASBROUCK DRIVE,POUGHKEEPSIE,New York,12603,-73.92014157,41.65581833
Assembly,Religious,254 SPACKENKILL ROAD,POUGHKEEPSIE,New York,12603,-73.88656226,41.65513093
Residential,Single Family Dwelling,14 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91318476,41.65571724
Residential,Single Family Dwelling,25 HETTINGER LANE,POUGHKEEPSIE,New York,12603,-73.82822781,41.65492186
Residential,Single Family Dwelling,7 WOODWARD ROAD,POUGHKEEPSIE,New York,12603,-73.89629091,41.65555202
Residential,Single Family Dwelling,14 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89864425,41.65561225
Residential,Single Family Dwelling,92 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89405003,41.65555985
Residential,Single Family Dwelling,3 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.91598077,41.6557825
Residential,Single Family Dwelling,18 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.91548071,41.65574427
Residential,Single Family Dwelling,10 MANOR WAY,POUGHKEEPSIE,New York,12603,-73.9166851,41.65578009
Residential,Single Family Dwelling,33 HASBROUCK DRIVE,POUGHKEEPSIE,New York,12603,-73.91970977,41.65584748
Residential,Single Family Dwelling,3 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91087612,41.65573635
Commercial,Retail Trade,31 RED BARN LANE,POUGHKEEPSIE,New York,12603,-73.9250691,41.65589177
Residential,Single Family Dwelling,19 SOUTH VIEW COURT,POUGHKEEPSIE,New York,12603,-73.84343571,41.65506825
Residential,Single Family Dwelling,37 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.90939929,41.65571528
Residential,Single Family Dwelling,8 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90056112,41.6556594
Residential,Temporary Lodging,50 RED OAKS MILL ROAD,POUGHKEEPSIE,New York,12603,-73.87139246,41.65503666
Residential,Single Family Dwelling,32 HAGAN DRIVE,POUGHKEEPSIE,New York,12603,-73.91021833,41.65575736
Residential,Single Family Dwelling,30 DAISY LANE,POUGHKEEPSIE,New York,12603,-73.86739318,41.65534023
Residential,Single Family Dwelling,16 PASTURE LANE,POUGHKEEPSIE,New York,12603,-73.91409274,41.6557817
Residential,Single Family Dwelling,3 ROMCA ROAD,POUGHKEEPSIE,New York,12603,-73.8704835,41.65538063
Residential,Single Family Dwelling,11 LUDLOW DRIVE,POUGHKEEPSIE,New York,12603,-73.91832334,41.65584594
Residential,Single Family Dwelling,39 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92075208,41.65587485
Residential,Single Family Dwelling,20 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90349519,41.65568441
Residential,Single Family Dwelling,41 FLOWER HILL ROAD,POUGHKEEPSIE,New York,12603,-73.92169619,41.65585221
Residential,Single Family Dwelling,20 MILLBANK ROAD,POUGHKEEPSIE,New York,12603,-73.90472167,41.65574074
Residential,Single Family Dwelling,12 ARBOR HILL DRIVE,POUGHKEEPSIE,New York,12603,-73.86119368,41.65531019
Residential,Single Family Dwelling,16 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90234975,41.65569569
Residential,Single Family Dwelling,31 RED OAKS MILL ROAD,POUGHKEEPSIE,New York,12603,-73.86891263,41.65543243
Residential,Single Family Dwelling,50 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90628301,41.65576349
Residential,Single Family Dwelling,10 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89282426,41.65562505
Residential,Single Family Dwelling,18 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.83555974,41.65506878
Residential,Single Family Dwelling,34 HASBROUCK DRIVE,POUGHKEEPSIE,New York,12603,-73.91897119,41.65589199
Residential,Single Family Dwelling,8 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91204802,41.6558221
Residential,Single Family Dwelling,7 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89193388,41.65564649
Residential,Single Family Dwelling,14 SOUTH VIEW COURT,POUGHKEEPSIE,New York,12603,-73.84190863,41.6551427
Residential,Single Family Dwelling,40 RED OAKS MILL ROAD,POUGHKEEPSIE,New York,12603,-73.86969266,41.65545852
Residential,Single Family Dwelling,10 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90098117,41.65577587
Residential,Single Family Dwelling,30 DAISY LANE,POUGHKEEPSIE,New York,12603,-73.86727841,41.65545727
Residential,Single Family Dwelling,13 TWIN HILLS ROAD,POUGHKEEPSIE,New York,12603,-73.89775306,41.65574986
Residential,Single Family Dwelling,12 LUDLOW DRIVE,POUGHKEEPSIE,New York,12603,-73.91767917,41.65593899
Residential,Single Family Dwelling,17 HIGH ACRES DRIVE,POUGHKEEPSIE,New York,12603,-73.83631576,41.65513062
Industrial,Light,35 RIVER EDGE DRIVE,POUGHKEEPSIE,New York,12601,-73.94083188,41.65612887
Residential,Single Family Dwelling,14 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90191602,41.65579813
Residential,Single Family Dwelling,17 OLD MILL ROAD,POUGHKEEPSIE,New York,12603,-73.87263899,41.65556154
Residential,Single Family Dwelling,12 VOLINO DRIVE,POUGHKEEPSIE,New York,12603,-73.91283622,41.65592204
Residential,Single Family Dwelling,35 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.90779352,41.65588856
Residential,Single Family Dwelling,1 BALDWIN ROAD,POUGHKEEPSIE,New York,12603,-73.83670416,41.65520707
Residential,Single Family Dwelling,16 DALEY ROAD,POUGHKEEPSIE,New York,12603,-73.86032079,41.65546982
Residential,Single Family Dwelling,31 HASBROUCK DRIVE,POUGHKEEPSIE,New York,12603,-73.91952377,41.65604861
Residential,Single Family Dwelling,1 DALLAS DRIVE,POUGHKEEPSIE,New York,12603,-73.89071653,41.6557156
Residential,Single Family Dwelling,43 OLD FARMS ROAD,POUGHKEEPSIE,New York,12603,-73.9070377,41.65590921
Residential,Single Family Dwelling,12 CREEK BEND ROAD,POUGHKEEPSIE,New York,12603,-73.90148674,41.65585322
Residential,Single Family Dwelling,15 MIRON DRIVE,POUGHKEEPSIE,New York,12603,-73.9146042,41.65596737
Residential,Single Family Dwelling,37 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92077142,41.65606793
Residential,Single Family Dwelling,93 COLBURN DRIVE,POUGHKEEPSIE,New York,12603,-73.89530356,41.65580357
Residential,Single Family Dwelling,36 KINDERHOOK DRIVE,POUGHKEEPSIE,New York,12603,-73.92011504,41.65605576
