OCC_CLS,PRIM_OCC,PROP_ADDR,PROP_CITY,PROP_ST,PROP_ZIP,LONGITUDE,LATITUDE
Residential,Single Family Dwelling,44 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90672774,41.61242718
Residential,Single Family Dwelling,42 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90712892,41.61246508
Residential,Single Family Dwelling,46 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90633574,41.61245622
Residential,Single Family Dwelling,40 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90758853,41.61247813
Residential,Single Family Dwelling,38 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90802265,41.61250686
Residential,Single Family Dwelling,36 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90844345,41.61252885
Residential,Single Family Dwelling,34 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90880604,41.61266215
Residential,Single Family Dwelling,48 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90602288,41.61267273
Residential,Single Family Dwelling,39 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90653976,41.61289366
Residential,Single Family Dwelling,37 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90711705,41.61289978
Residential,Single Family Dwelling,32 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90912854,41.6128964
Residential,Single Family Dwelling,35 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90748017,41.61296589
Residential,Single Family Dwelling,50 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90582372,41.61291669
Residential,Single Family Dwelling,33 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.9078781,41.61303395
Residential,Single Family Dwelling,31 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90831845,41.61307088
Residential,Single Family Dwelling,30 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90935177,41.61311114
Residential,Single Family Dwelling,29 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90860219,41.61318675
Residential,Single Family Dwelling,46 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90664285,41.61318759
Residential,Single Family Dwelling,51 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90576631,41.61321062
Residential,Single Family Dwelling,28 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90958656,41.61339965
Residential,Single Family Dwelling,27 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90889373,41.61345126
Residential,Single Family Dwelling,44 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90653526,41.61350487
Residential,Single Family Dwelling,49 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90578079,41.61350685
Residential,Single Family Dwelling,42 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90703674,41.61359355
Residential,Single Family Dwelling,40 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90745218,41.61362803
Residential,Single Family Dwelling,26 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90976879,41.61364853
Residential,Single Family Dwelling,38 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90782653,41.61368835
Residential,Single Family Dwelling,25 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90908474,41.613749
Residential,Single Family Dwelling,24 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90994386,41.61390189
Residential,Single Family Dwelling,36 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90820368,41.61389833
Residential,Single Family Dwelling,47 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90554373,41.61387223
Residential,Single Family Dwelling,43 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90681169,41.6140148
Residential,Single Family Dwelling,23 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90924263,41.61404756
Residential,Single Family Dwelling,41 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.9072291,41.61407675
Residential,Single Family Dwelling,20 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91028455,41.61413097
Residential,Single Family Dwelling,34 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90836682,41.61413349
Residential,Single Family Dwelling,45 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90628537,41.61412848
Residential,Single Family Dwelling,21 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.9093371,41.61432763
Residential,Single Family Dwelling,39 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.9076431,41.61430851
Residential,Single Family Dwelling,18 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91051026,41.61433268
Residential,Single Family Dwelling,32 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90852597,41.61449932
Residential,Single Family Dwelling,16 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91085811,41.61456839
Residential,Single Family Dwelling,37 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90784906,41.61461385
Residential,Single Family Dwelling,10 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.91003868,41.6146664
Residential,Single Family Dwelling,19 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90937796,41.61466333
Residential,Single Family Dwelling,14 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91114375,41.61470267
Residential,Single Family Dwelling,30 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90854813,41.6147741
Residential,Single Family Dwelling,11 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91037506,41.61487437
Residential,Single Family Dwelling,35 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90787658,41.6148905
Residential,Single Family Dwelling,12 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91137985,41.6149762
Residential,Single Family Dwelling,17 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90932269,41.61495724
Residential,Single Family Dwelling,28 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90855183,41.61506463
Residential,Single Family Dwelling,9 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91062579,41.61508798
Residential,Single Family Dwelling,10 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.911559,41.61523612
Residential,Single Family Dwelling,33 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90782155,41.61519841
Residential,Single Family Dwelling,24 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91292896,41.61533641
Residential,Single Family Dwelling,7 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91089123,41.61529477
Residential,Single Family Dwelling,15 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90933188,41.61526009
Residential,Single Family Dwelling,8 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.91001331,41.6153498
Residential,Single Family Dwelling,26 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90850398,41.61539693
Residential,Single Family Dwelling,19 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91241605,41.61552993
Residential,Single Family Dwelling,31 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90786684,41.6155018
Residential,Single Family Dwelling,8 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91175811,41.615549
Residential,Single Family Dwelling,5 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91102574,41.61554562
Residential,Single Family Dwelling,22 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91321652,41.61560965
Residential,Single Family Dwelling,13 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90939565,41.61559191
Residential,Single Family Dwelling,6 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.91019033,41.61560429
Residential,Single Family Dwelling,24 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90859472,41.61569553
Residential,Single Family Dwelling,20 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91316178,41.61578388
Residential,Single Family Dwelling,17 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91235686,41.61581628
Residential,Single Family Dwelling,29 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90789223,41.61580203
Residential,Single Family Dwelling,11 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90958903,41.61582806
Residential,Single Family Dwelling,3 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91110618,41.61587239
Residential,Single Family Dwelling,6 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91179066,41.61585561
Residential,Single Family Dwelling,18 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91301807,41.61596561
Residential,Single Family Dwelling,4 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.91040062,41.61598062
Residential,Single Family Dwelling,22 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90873465,41.61599281
Residential,Single Family Dwelling,15 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91237079,41.61609351
Residential,Single Family Dwelling,27 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90801664,41.6160699
Residential,Single Family Dwelling,16 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91298955,41.61616129
Residential,Single Family Dwelling,4 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91161801,41.61614605
Residential,Single Family Dwelling,9 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90977044,41.61613999
Residential,Single Family Dwelling,2 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.9106701,41.61626058
Residential,Single Family Dwelling,20 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90896623,41.61622197
Residential,Single Family Dwelling,14 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91295946,41.61637152
Residential,Single Family Dwelling,13 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91227741,41.61635795
Residential,Single Family Dwelling,25 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90825617,41.61632845
Residential,Single Family Dwelling,2 CLEVELAND DRIVE,POUGHKEEPSIE,New York,12601,-73.91142729,41.61643031
Residential,Single Family Dwelling,7 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.90988167,41.61642454
Residential,Single Family Dwelling,18 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.9091316,41.61646828
Residential,Single Family Dwelling,11 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91212783,41.61657299
Residential,Single Family Dwelling,12 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91286341,41.61661027
Residential,Single Family Dwelling,23 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90848324,41.61658855
Residential,Single Family Dwelling,5 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.9101451,41.61668347
Residential,Single Family Dwelling,3 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.91055426,41.61677894
Commercial,Retail Trade,1881 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.91763693,41.61683985
Residential,Single Family Dwelling,1 MONROE DRIVE,POUGHKEEPSIE,New York,12601,-73.91095855,41.616782
Residential,Single Family Dwelling,16 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90931334,41.61678467
Residential,Single Family Dwelling,9 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91185977,41.6168128
Residential,Single Family Dwelling,10 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91265774,41.61687206
Residential,Single Family Dwelling,21 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90859048,41.61686037
Residential,Single Family Dwelling,14 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90949772,41.61703737
Residential,Single Family Dwelling,2 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.9113722,41.61711828
Residential,Single Family Dwelling,25 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.9068244,41.61706749
Residential,Single Family Dwelling,27 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90731012,41.6170715
Commercial,Retail Trade,757 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91416857,41.61694928
Residential,Single Family Dwelling,8 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91230415,41.61713346
Residential,Single Family Dwelling,19 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90884454,41.61712781
Residential,Single Family Dwelling,12 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90981413,41.61723534
Commercial,Retail Trade,1881 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.91762022,41.61725809
Residential,Single Family Dwelling,4 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.91112939,41.6173033
Residential,Single Family Dwelling,6 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91250826,41.61734283
Commercial,Entertainment and Recreation,1876 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.9155719,41.61735706
Residential,Single Family Dwelling,23 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90643444,41.6173048
Residential,Single Family Dwelling,17 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90902396,41.61737025
Residential,Single Family Dwelling,10 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.91009111,41.61745187
Residential,Single Family Dwelling,749 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.9134046,41.61747937
Residential,Single Family Dwelling,31 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90791451,41.61744853
Residential,Single Family Dwelling,6 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.9107946,41.61748872
Residential,Single Family Dwelling,1 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.91185907,41.61752044
Commercial,Retail Trade,766 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.9150444,41.61750241
Commercial,Retail Trade,1875 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.9209443,41.61643699
Residential,Single Family Dwelling,747 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91319512,41.61761593
Residential,Single Family Dwelling,21 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90604366,41.6175415
Residential,Single Family Dwelling,8 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.9104502,41.61762155
Residential,Single Family Dwelling,15 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90927256,41.61766337
Residential,Single Family Dwelling,3 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.91150016,41.61769755
Residential,Single Family Dwelling,745 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91298232,41.61776074
Residential,Single Family Dwelling,5 WENDOVER DRIVE,POUGHKEEPSIE,New York,12601,-73.91229076,41.61774996
Residential,Single Family Dwelling,33 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90805872,41.61774436
Residential,Single Family Dwelling,20 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90695809,41.61778141
Residential,Single Family Dwelling,19 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90574392,41.61778289
Residential,Single Family Dwelling,13 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.90963039,41.61786275
Residential,Single Family Dwelling,5 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.91117146,41.61790729
Residential,Single Family Dwelling,17 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90536759,41.61798278
Residential,Single Family Dwelling,7 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.91084359,41.61806751
Residential,Single Family Dwelling,737 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.9124729,41.61810589
Residential,Multi - Family Dwelling,11 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.9099737,41.61803456
Residential,Single Family Dwelling,43 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90638064,41.61810803
Residential,Single Family Dwelling,9 LINCOLN DRIVE,POUGHKEEPSIE,New York,12601,-73.91039655,41.61815491
Commercial,Retail Trade,756 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91451652,41.61792778
Residential,Single Family Dwelling,35 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90785913,41.61811172
Residential,Single Family Dwelling,731 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.9121991,41.6183086
Commercial,Retail Trade,1890 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.91586898,41.61822448
Residential,Single Family Dwelling,37 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90752692,41.61828535
Residential,Single Family Dwelling,15 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90526223,41.61827979
Residential,Single Family Dwelling,41 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90671579,41.61831109
Residential,Single Family Dwelling,39 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90709602,41.61843192
Residential,Single Family Dwelling,729 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91193556,41.61848828
Residential,Single Family Dwelling,738 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91318635,41.61850119
Residential,Single Family Dwelling,16 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90592102,41.61844525
Residential,Single Family Dwelling,725 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91164492,41.61868321
Residential,Single Family Dwelling,732 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91293785,41.61870174
Residential,Single Family Dwelling,14 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90630578,41.61865046
Commercial,Professional/Technical Services,1898 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.91586908,41.61868132
Residential,Single Family Dwelling,13 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90528254,41.61863726
Residential,Single Family Dwelling,723 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91139488,41.61884162
Residential,Single Family Dwelling,730 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91262927,41.61891296
Residential,Single Family Dwelling,12 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90658244,41.61885678
Residential,Single Family Dwelling,11 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.9055975,41.61890668
Residential,Single Family Dwelling,30 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90442645,41.6189359
Residential,Single Family Dwelling,31 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90394274,41.61892543
Residential,Single Family Dwelling,717 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91108577,41.61904946
Residential,Single Family Dwelling,703 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.90958716,41.6190345
Residential,Single Family Dwelling,726 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91243243,41.61909001
Residential,Single Family Dwelling,10 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90685139,41.61906043
Residential,Single Family Dwelling,42 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91441444,41.61915039
Residential,Single Family Dwelling,40 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.9148296,41.61924216
Residential,Single Family Dwelling,44 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91401421,41.61922115
Residential,Single Family Dwelling,9 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90592877,41.61914071
Residential,Single Family Dwelling,28 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90463474,41.61915123
Residential,Single Family Dwelling,713 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.9106538,41.61925144
Residential,Single Family Dwelling,724 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91215369,41.61927401
Residential,Single Family Dwelling,38 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91523078,41.61931632
Residential,Single Family Dwelling,46 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91371634,41.61935832
Residential,Single Family Dwelling,26 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90484976,41.61933258
Residential,Single Family Dwelling,7 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90622599,41.61937369
Residential,Single Family Dwelling,29 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90394767,41.61936733
Residential,Single Family Dwelling,724 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.9122149,41.61947071
Residential,Single Family Dwelling,48 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91341569,41.61946847
Residential,Single Family Dwelling,8 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90706581,41.61937829
Residential,Single Family Dwelling,720 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91188009,41.61945847
Residential,Single Family Dwelling,50 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91309951,41.61952489
Residential,Single Family Dwelling,24 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90509753,41.61950182
Residential,Single Family Dwelling,27 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90418852,41.61950376
Residential,Single Family Dwelling,52 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91280505,41.61960835
Residential,Single Family Dwelling,36 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91550676,41.61963646
Residential,Single Family Dwelling,41 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91428032,41.61965379
Residential,Single Family Dwelling,714 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91158849,41.61963536
Residential,Single Family Dwelling,54 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91251754,41.61968055
Residential,Single Family Dwelling,695 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91002065,41.61964233
Commercial,Retail Trade,1895 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.92023058,41.61862759
Residential,Single Family Dwelling,5 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90651256,41.61962692
Residential,Single Family Dwelling,25 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90444869,41.61965616
Residential,Single Family Dwelling,22 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.905339,41.61966358
Residential,Single Family Dwelling,706 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91121148,41.61984575
Residential,Single Family Dwelling,39 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91472904,41.61981945
Residential,Single Family Dwelling,6 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90732043,41.61981336
Residential,Single Family Dwelling,49 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.9135303,41.6198803
Residential,Single Family Dwelling,20 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90556762,41.61983802
Residential,Single Family Dwelling,706 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91110763,41.6199183
Residential,Single Family Dwelling,56 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91196059,41.61990253
Residential,Single Family Dwelling,4 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90761147,41.61988747
Residential,Single Family Dwelling,34 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91539339,41.61995066
Residential,Single Family Dwelling,23 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90470733,41.61984259
Residential,Single Family Dwelling,691 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.90925189,41.61995519
Residential,Single Family Dwelling,53 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91305395,41.61998883
Residential,Single Family Dwelling,2 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90797451,41.61995301
Residential,Single Family Dwelling,18 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.9058339,41.61997908
Residential,Single Family Dwelling,700 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91088381,41.62007096
Residential,Single Family Dwelling,21 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90490894,41.62000752
Residential,Single Family Dwelling,32 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91526856,41.62016135
Residential,Single Family Dwelling,29 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91456546,41.6201743
Residential,Single Family Dwelling,55 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91235483,41.62018619
Commercial,Professional/Technical Services,1910 SOUTH ROAD,POUGHKEEPSIE,New York,12601,-73.9163706,41.61995192
Residential,Single Family Dwelling,23 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91418484,41.62025157
Residential,Single Family Dwelling,21 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91389275,41.62025399
Residential,Single Family Dwelling,6 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91149512,41.62023139
Residential,Single Family Dwelling,698 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91063594,41.62024137
Residential,Single Family Dwelling,19 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91348708,41.62031204
Residential,Single Family Dwelling,1 SHERWOOD DRIVE,POUGHKEEPSIE,New York,12603,-73.90539714,41.62025714
Residential,Single Family Dwelling,17 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91309814,41.6203289
Residential,Single Family Dwelling,30 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.9151182,41.62035193
Residential,Single Family Dwelling,11 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91251149,41.62039509
Residential,Single Family Dwelling,8 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91171603,41.62039711
Residential,Single Family Dwelling,692 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91039654,41.62040884
Residential,Single Family Dwelling,3 SANDI DRIVE,POUGHKEEPSIE,New York,12603,-73.90785575,41.62042274
Residential,Single Family Dwelling,12 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90649427,41.62047102
Residential,Single Family Dwelling,3 SHERWOOD DRIVE,POUGHKEEPSIE,New York,12603,-73.90517409,41.62044463
Residential,Single Family Dwelling,28 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91493893,41.62055056
Residential,Single Family Dwelling,8 SHERWOOD DRIVE,POUGHKEEPSIE,New York,12603,-73.90432622,41.62043401
Residential,Single Family Dwelling,10 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91190459,41.62055047
Residential,Single Family Dwelling,10 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90669421,41.62061962
Residential,Single Family Dwelling,24 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91390092,41.6207253
Residential,Single Family Dwelling,13 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90579127,41.62064111
Residential,Single Family Dwelling,5 SHERWOOD DRIVE,POUGHKEEPSIE,New York,12603,-73.90492926,41.62062477
Residential,Single Family Dwelling,688 VASSAR ROAD,POUGHKEEPSIE,New York,12603,-73.91009647,41.62069167
Residential,Single Family Dwelling,22 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91364631,41.62075203
Residential,Single Family Dwelling,12 STEPHANIE LANE,POUGHKEEPSIE,New York,12603,-73.91210952,41.62071778
Residential,Single Family Dwelling,8 WASSON DRIVE,POUGHKEEPSIE,New York,12603,-73.90705024,41.62069975
